text,Ground truth,TextBlob,BERT
"Games awesome, love playing every bit of this game. Only issue I have is the lack of a Vip system. would be super siked to see one implemented.",,,
Love the game... Is there anyway to make an offline version? Obviously won't be able to connect to the other players. But to play just stages? I just don't have anyway to get internet at my house or else I would play it a lot more than what I am!,,,
"overall more fun and satisfying than every other survivor game ive played thats like this, i really like seeing the damage just spill out the enemies all over the place. very fun",,,
game is rigged. always choose useless upgrade in game. hard to play unless u pay to buy the item. quite boring. uninstall very soon,,,
"Fun and interactive, multiple things to do on the home page, many different upgrade aspects. Overall a really good game",,,
"good game, bit slow to progress levels. the truck likes to stick to the side of the screen when it appears, should be more mid focused imo. so be mindful when picking that option.",,,
This game is pay to play. Takes forever to level up and the stage difficulty has exponential growth. Be prepared to spend a lot of time or money.,,,
slow zombie progress and game locks speed controls until you beat the level once but once you beat the level there is not much reason to play it again,,,
Fun game but I'm stuck on an inactive server with no way to move servers and there is no functional chat option to socialize with the few left on this server.. might as well make this a single player game Edit: Dropped from 3 stars to onebfor their generic reply,,,
"Fun, pretty simple, interesting cutimization options, definitely worth giving a try when you need something to be mindless.",,,
Good time killer. Sometimes wouldn't start though. I'd have to clear it from the RAM and restart to get it going.,,,
fun little bit of a date night with the girls and it's not a fan of both of them but I was wondering how you would be able to make a mixtape for the price of the other day and the bruiser thing that was a little over the weekend and then I just wanted to make sure you had the material for a few things that you wanted to make and get it to you as much around the holidays as a neophyte year drive safe trip and you could have done it yourself with the removable hardtop of the house that you were,,,
can you please make it easier to upgrade skills that we want ?? buff other skills if not ? game is so unreliable. i cannot get the one upgrade i want despite playing like 15 games in a row 😂,,,
I think we need a bit more control over how our skills / gun are used. The game is engaging but feels a bit too much like a fish bowl right now,,,
upon starting up the game freezes sometimes and I have to shut everything down and restart. other than that good game.,,,
"5 stars for the sincerity, the game is exactly how it looks in the ad. a bit rough though and could be an excellent game once polished",,,
personally much better than the doddle magic game or whatever it's called. this is much more player friendly. not to mention the reloading aspect makes the game more intense.,,,
"honestly it's not bad, it takes some thinking depending on where your at in the game, but it still feel like it's missing something, I just don't know what, overall tho I recommend keep up the good work guys",,,
"It loads, but I can't play it. I've uninstalled it installed it and it didn't work. It gets to the main screen and then i touch the screen and nothing happens",,,
"Great game but not enough gold to level up heros and skills. This makes the game drag out, and needs a x2 speed for elite levels.",,,
"Fun game, although I do feel abit scammed, since I downloaded this game, seeing a me ha like gundam in advertising. Still, it's pretty fun. Still haven't gotten lucky with skins, but so far, so good.",,,
"Little energy given, pay pay pay, upgrades once in a blue moon. Impossible to progress if u dont spend money, think before installing.",,,
seriously enjoying this simple tower defense game. the upgrade combos are randomized leading to defense strategies I didn't build for but are surprising and fun.,,,
great game! If you're looking for an entertaining time waster this is it! it would be nice to see how much damage your mercenaries and wall do though,,,
"broken game. load screen advertising buying a weapon is broken and can't get to game. closed and opened multiple times, still stuck on advertisement weapon",,,
I think game would be better if upgrades to your abilities had an explanation of what it does. example I don't know if plus to hit is good cause no explanation of what it means,,,
"My account was charged for over 200 because of my son and can't request a refund via google pay. I can't' believe this has happened as I need that money for food shopping. I have logged on to find there is no game content even now, Total rip off.",,,
"Trash. You cannot choose where to aim or when to fire, and you can't place or move your character. You choose upgrades. That's it.",,,
"you need to add the 3 more core bots to the bottom of the screen, instead of on the right side. you can barely see what level they are, and it would look better with each core having one power.",,,
"Haven't been playing for long, but enjoyable so far, keeps me entertained on my breaks at work, kills time, easy enough to understand, will update in the future!",,,
i like it. as a suggestion it would be nice to be able to prioritize the kind of enemy you prefer for an attack ability to attack first,,,
its a good game nicely made no adds unless you want them witch is nice just wish we could pick a set of powers for a wave so we dont get so many random chance like the tanks out of 20 games never got the upgrade for the tanks other then that nice game,,,
"plays similar to the app, no wall stuff more of a tower defense, but casual game play almost like an idler. it's fun. Eventual pay wall hits hard, but that's mobile gaming for you.",,,
not bad. fun little time waster. doesn't have forced ads. some of the skills are pretty fun. make sure you use the free codes.,,,
"Well it is a decent game and I'm enjoying it, but there is a lot of pay to win in it. As a free to play player you need a lot of patience and look up gift codes",,,
"this game is about luck. you have to try many times to get your combination. but they limit the new stage game speed, it's wasting people time. irritating design.",,,
"Good time waster over all, but need to fix drone assault duration in fights, after getting multiple duration increases it disappears early while the skill timer is still counting down",,,
it's a good game but there is a gold coin chokehold. after upgrading a bit everything is a few grand and you only make a few hundred per run.,,,
"Decent game for a few weeks, A little grindy, but you don't really need to spend any money on it. Doesn't shove adds in your face like others.",,,
"honestly this game isn't that bad, as I thought as this game would be full with ads, it only has ads for rewards. quality of the game is pretty good.",,,
"It is not like the ads. I hate it. I am deleting it for not being like the ads there, not like it ads that interrupted my session when I played the game, and I hated it so much, but my sister hates it to",,,
"Good game, but very slow leveling up. There's a lot of replaying already beaten levels to progress further.",,,
"It's nice, you can progreed being a f2p and the multiplayer is simple and fun. The worst part is that it takes way too much to progreed without p2w.",,,
Great game for killing time. Gives enough challenge to keep you interested but not too difficult that it causes frustration.,,,
started play and can't stop now its fun but I really wish you could keep the levels on the weapons for each stage but still a good game.💯🔥🔥🔥🥳🎉🎊,,,
it's ok for a game you just sit and watch. the upgrade is a little unclear. the upgrades in battle are a little weak,,,
"Honestly a pretty fun game, not as p2w as you might thing more rng based on your playstyle. I like the gear system but maybe the gear can do a bit more, however im pretty early in the game so maybe late game gear is insane.",,,
"getting a bit repetitive, and most useful items are behind a paywall. but still a good bit of entertainment",,,
pretty fun and decent game so far. the difficulty spike from level 1 to level 2 is a little bit outrageous.,,,
"I love this game, helps me get thru my 10hr overnights. The only thing holding me back from giving 5 stars is the fact that I spent $29.99 on your Supreme bundle and never received it.",,,
"extremely difficult to progress without sinking money into the game, alot of money because everything is ridiculously expensive.",,,
it's fun but the energy system limits you greatly only giving so many battles before you're forced to wait. either increase the max energy or lower the cost per battle because I honestly wish I could play more without waiting,,,
"So far after 1 month, it's still fun. Having to grind a little to be able to upgrade the weapons. But not a bad time burner.",,,
not bad. Im just not sure if you can get the really good gear without paying for them... could use some explanation on what you can get out of chests... just gems or can you also find new minions to help?,,,
Great game but frustrating at times as some flying/ranged enemies can't be targeted by skills automatically so have to rely on your gun,,,
Highly addicting game. Would love to have the ability to copy character gem setup from one character setup to the others.,,,
This game has been very addicting from the start. I still play my other games but I have to remind myself to play them cuz this is the first one in the morning & the last one in the evening.,,,
"it's good, but I just wish VIP was better. why give me 2x if it's only after I beat it? It should be allowed when just trying to beat the level. not afterwards trying to 3 start it basically. overall good game to chill",,,
even though all the ads don't accurately portray this game in the same way it is still pretty enjoyable and has a familiar combat and skill upgrade system,,,
"minus having to wait so long for energy to play the game, it's quite exhilarating to play. the team up option is very nice as well and actually enjoying playing so far. good game",,,
"fun , addictive game. some logics may need a slight attention as the companion and yourself always fire on same target causing wasted specials. other than that, lots of fun.",,,
"Fun little game, but not much customization available. Seems you are stuck with the same guy for a long time.",,,
the energy to do levels is kinda low and takes a while to recharge not a fan of energy based things really but it's not to bad if your a very casual player,,,
Best game! Though I lost my account through binding. i wanted to play on other device and try to bind then all my progress lost.,,,
Pretty nice game! Only thing that would make it better would be a tiny bit faster progression and more variety.,,,
Enjoy the game but servers are horrible. I am trying to play and this game constantly times out. The servers are seemingly in China and struggling to connect.,,,
i didn't want to like this game but I'm pretty addicted to it still a little confused by some of the things I have unlocked like bigger magazine but somehow I still have the same amount of bullets,,,
This game BLOWS Some rando company using other people's videos as advertising without those consent jus to push some copy and paste 2d unity mobile game. Also likely spyware if it needs access to your personal data and messages lmao. Don't install 🙏,,,
"the game is very fun and engaging,however part for stamina to play kinda mood killer. overall good game for time killer, hopefully stamina part can be adjusted in future as this can be annoying when u already absorbed but unable to do anything.",,,
"P2W with multiple 'slot machine' progressive systems that players must pay & pay, eg. gems, p2w skins etc. Multipe game passes for useless mats to play the 'slot machines' Gameplay is the usual grind via stamina. I dont understand the purpose of character building when gameplay only gives random skills?",,,
Honestly pretty fun! You can just keep doing the challenges and rewards to keep leveling.,,,
Fun to just sit back while doing other stuff. Progression is a bit slow and you really have to grind unless you spend real money.,,,
pretty fun but takes a long time to level up your skills and you should be able to purchase new weapons with game coins also,,,
if there was a more direct approach to different combos I can see instead of the car and Lazer then I would love it even more,,,
This game has surprised me. The gameplay itself is smooth and simple. The difficulty is just right and keeps you coming back for more.,,,
"A good game, though the difficulty of levels does ramp up rather quickly. Perhaps some boosts to skill or gem upgrades might help?",,,
"Fun, easy game to play upgrading is easy. Even if you don't want to pay money, couple videos and I gave you good chance to upgrade items",,,
it's good but way too hard to lvl up enough to go complete lvls especially attempting to get a perfect clear to get more rewards to lvl up,,,
"should remove the energy so we can keep playing. or make it shorter time. since the difficulty is there is challenging, but the energy is not enough.",,,
"very fun game. the home screen is a little cluttered, but the game is awesome, easy to play, and very fun!",,,
"I love the idea and the game itself. however, there is way to many commercials. You should be able to play without having a commercial in the way of the game.",,,
fun time killer! graphics are nice! Challenging but if you put in the time you will feel like you're keeping up. I wish people would chat a bit more...,,,
"impressed that the difficulty scales faster than most games, so the first few levels aren't freebies.",,,
"It's not a bad game, but progress is blocked about map 5. Then it's a grind to get anywhere. It's nothing like the ad, though.",,,
Images here do not show the game. All are misleading and are not to be trusted. If you are fine with that. Then play the game blind and decide. I refuse to play or pay for false games images on the app store.,,,
fun game but I wish they would take the congratulations crawl off the top of the screen since it's worthless information and just gets in the way of what we're trying to see during gameplay,,,
i like the way the ads can be watched by my choice and if you choose to watch you get a upgrade keep up the good work,,,
"Pay to play game, constant grinding, annoying announcement that can't be turned off. Better of playing Mousehunt, free to play passive game collect trap and base to catch mouse",,,
"not overly ad based, the game is amazing though, and the energy system allows you to play for a long time",,,
"after events, give us 24 hours to soend the materials i have saved until the end. just lost 2000 of the last week long credit. no clue it disappeared and couldnt spend them!",,,
"Pretty slow, the power ups are so random, i dont understand how other players make 30+ levels in a game round, since im stuck at 20.",,,
very fun time waster. The level mark to unlock certain things but other than that the game is extremely fun.,,,
"Good game, but the ads NEVER work, forcing me to reset the game every time I try them. Fix.",,,
fun game but the writing constantly going across the middle of the screen is distracting and makes it hard to read the buttons behind it,,,
the game is cool it needs more interaction though and it would be cool if there were more weapons and modes.,,,
Would like to see more blueprints for the skills that you use more. Random blueprints that I don't use suck to get.,,,
"would be 5 stars, but during the abyss challenge, since the tier difficulty stays the same, you don't get the same amount of upgrades necessary to even continue",,,
Spent over $100 on game. Kid was playing on phone and charged $50 more. Google refunded but these guys felt the need to ban my account for it. Lesson learned will NEVER support these devs again. Save money and just download a mod apk instead.,,,
fun game but the stamina regen is just not good you can play a few matches then have to wait an extensive amount of time before you can play another.,,,
really pleasantly surprised. Ads are entirely optional and paid extras don't feel forced at all. Early days yet but off to a good start!,,,
"Describe my experience??? After update, when login straight away bring us to buy a package, no matter want to buy or reject the offer the screen freeze on the package. so I think this game is dead..",,,
loading time to get into the game is slow. but overall very enjoyable and great to pass time,,,
"Love this game and would give it 5 stars if not for the ""network reconnect"" issues tgat started in the last day or so. Aside from that issue I love this game.",,,
It's way to hard to get through levels. you don't get enough resources to level up your player. might just un install,,,
"I am absolutely enjoying the game. It is not overly taxing on time, plus it doesn't have ridiculous dailies that just eat up your time. Great little casual title 🙏",,,
Doodle Magic clone but significantly more expensive. If you're looking to spend less than $300/month go play Doodle Magic instead Edit: customer service refuses to help you. Reduced to 1 star,,,
why pay to win or pretty much pay to play but a fun mindless game to enjoy I guess also why do I need to be level 50 to access basic things in the game to help me progress and not be stuck at level 12?,,,
a great game but when I look at the skin I don't see a option to get it but to buy it with real money I think you should make another game mod to get skin like battle a evil of ourselves or something else you can think of,,,
"this is a pay to win game, i've bought some thing but i've been stuck on level 15 for 3 days because i'm not buying the skin with +50 attack at 30$, all my gear is almost level 20 lol",,,
"After long day playing. Already bind to Facebook and gmail. Today is not my lucky day phone damage. Trying to login into another smartphone it success but need to play new. Sigh, wasted my 2 weeks playing.",,,
Stage progression is a little slow but stamina recovery is pretty solid. I recommend the ad remove pack for at least a month.,,,
Visuals are appealing. Fun and easy Game play. Quicker battles so you don't need to spend long time playing if desired.,,,
"played multi player for elite stage, player leaves the stage get the multi player credit but the ones left behind get nothing. How is this even fair? One star is all you'll get. If possible I'll give you zero star.",,,
"Not bad, looks as advertised could use a few more interactive elements in gameplay.",,,
"90% of the time it gives me network errors, which makes it so I can't watch ads or just do anything in the game most of the time",,,
I'm giving this game 5 stars because it's exactly like the ads said. It wasn't a minigame inside a building game or something like that.,,,
I am loveing the game. The only issue is that the start-up sometime 🥶 for a few seconds or just have to close and reopen the app,,,
it's enjoyable just a tower defence game. takes a while to progress naturally. seems like a nice game to play for 2 weeks or so,,,
This is a decent semi-idle game. I'm digging the power ups and the fact that you don't always get the same setup every game. Fun stuff so far.,,,
fun but needs a better tutorial. spent money on it a little. just to break through the 3rd-5th stage.,,,
game play is great wish there was another way of getting skins that we wanted like purchasing them for 29.99 or something 49.99 for the higher skins and weapons as well a package deal,,,
Could be good but forcing you to chose from skills that you hate ruins it if you could chose which ones you like it would be really fun.,,,
if you didn't have to pay to win it would be a better game. Games that are pay to win causes hatred to those who can't afford to be on top and you end up loosing more players then you keep,,,
"Very fun game. luck with rng is the key, so anyone can play this game. wish there was more chatting because it's a hard game to learn without using discord",,,
"decent game, too much to pay for but can be played for free, would like longer levels to see weapons advanced further",,,
great long term game. ads dont load. multiplayer needs work as invites and accepts dont work well. a tutorial woukd be nice. stick with it. very good game.,,,
"seems fun, good mechanics but ads on other platforms need to stop being anime based characters when there aren't any in game that I've found",,,
been stuck on level 9 for a while now it's kinda hard to level up to keep up with the on going levels,,,
"Games neat like the idea, but I've lost my save 2-3 times now. Not starting over every time I open the app.",,,
it is a typical shooting game...progress is fast for first levels then impossible without paying.,,,
Good game but skins give you extra abilities and they are hidden behind very low chance loot boxes so unfortunately its kinda pay to win Edit: they didn't even read the review,,,
Lost my game. Game basically started over. Tried to find my old server and nothing. I spent money on this game and it was all a waste. Deleting game.,,,
fun semi-idol game. a few modes with a decent challenge that seems well paced. enjoying it so far.,,,
"they need to make it so that I you get disconnected, it'll still give u the rewards you earned up until that point. it's a great game though.",,,
Game is unplayable. Won't go past the main menu. Can not connect to any servers.,,,
it's fun to play but needs more options for the player to do in the game. And can also add a few more characters tooo,,,
The ads are ridiculous is why I'm giving it a one star rating. They shouldn't be removable by paying a 5 dollar monthly charge. Maybe pay 5 bucks to remove them period.,,,
Incredible game. I'm very glad I found this entertaining zombie blaster. I will be enjoying this for a long time to come. Highly recommend this great game!,,,
Copy of the same mechanics as other base defense games. good animations. easy interface,,,
"Could use some extra free diamonds in the season progress and elite missions. Less skins on the premium packs, more focus on materials and gems to ensure stimulation, thus ensuring multiple purchases.",,,
Super fun and addicting. Very easy to be able to decide your level of engagement. Huge win.,,,
"Good game, but lots of things are directly copied from doodle magic. Would be nice to see more originality in the game in future updates.",,,
"Really fun so far, elite levels with friends, but can't access some servers and when you do it starts you over at level 1",,,
"The game keeps disconencting every 5-7 seconds. Way too greedy too. You should start spendign cash right from day 1. I do not mind paying, but I mind poorly maintained servers",,,
it's a decent game however its very repetitive and monotonous. need to add more events and things to do then I will up the stars.,,,
it's pretty addictive. just like the ad I seen too. kinda slow leveling but maybe I'm not doing something right.,,,
Hard long grinding game. Upgrading takes a long time to power up your weapon to handle the waves.,,,
Good little game gets hard but you still want one more go. And it's rewarding when you clear that level,,,
"Fun game, but it's a pay to win game Progress becomes very slow, no progression by ads you have to pay ridiculous amounts to have fun",,,
Great game only issue so far is the adds have stopped working so I can't get more energy to continue playing (have to wait for energy).,,,
the games not bad its a good time killer game. but was disappointed 5hat the game turned out to be click bait showing off characters that wasn't part of the game,,,
"The game Was okay until I logged in one day and can't get past a pop up asking me to buy a pack. Can't close it, can't play the game. Bye.",,,
"very challenging, could use better tutorials but fairly easy to learn on your own as well",,,
"it's okay, upgrades are mostly pay to win, it can pass the time, but it's just okay.",,,
Overall good game. Wish you were able to increase the amount of ammo your rifle can hold.,,,
it wpuld be a great game if it wasnt for the cash depot you have to put in. all in all worth having to kill 2-3 weeks of your time.,,,
"This game has nice features but will need you to grind and grind to get it, encompasses tough challenge to get to the treasures!!",,,
feel like rewards need to be more rewarding and energy for playing the actual game should be increased but not a bad way to pass time,,,
No cancerous ads. A bit slow progression and unclear menus but a solid game.,,,
"Takes FOREVER, almost impossible to level up . Makes you want to uninstall. But really fun. .",,,
"I have lost my account, changed my phone, i have spend money on it and there is no chance to recover account",,,
"Nothing like the trailer on the store page. Far slower, and a lot more boring.",,,
A game that's fun for whales and no one else. Most servers are populated by the top 20 paying players and every one else quits in a week,,,
"Poor execution on account linking. Lost all progress, unable to get back old account.",,,
Greedy devs. Some events are only for real money. Some game stuff is just impossible to get without spending money.,,,
"All good. except, i cannot play ad on my phone Vivo 1906 ""fail to play the ad()"" message shown. pls fix this.",,,
no forced ads. pretty grindy. very RNG dependant. I wish I had some influence on what upgrades appear in missions.,,,
Game is well balanced in my opinion. With a little bit of grinding you can progress in this game.,,,
Nice game easy to uninstall 👍,,,
"F2P is a grind, most players seem to put in money. be warned you'll be farming the same level 15-20 times plus just trying to level up and get gear.",,,
"Fun game. I wish there was a way to pick what abilities show up in the roulette, but otherwise it's a fun time.",,,
Very good at killing time. Scales quickly to being difficult to clear levels,,,
Ye ye mighty Bruce there's plenty more fish stix were that came from. Just make it snappy and wakeup happy merry Xmas I'll see u with the shoes and the pants... Rocksteady I gotta make sum spghetti,,,
"Game is fun to kill some time, only wish is for you to be able to control where the character is shooting at.",,,
Recently changed phones and haven't been able to transfer my progress over. The linking process need to be simplified,,,
"If you want to win on this game? Very easy, just pay!",,,
too hard for beginner.. there's no you can pass all the level easily without spending.. not f2p friendly.,,,
Please make the game more like the ads ur providing in social media. Only after money. Everything too pricey and rewards are so bad total pay to win,,,
I love to play this game all the time it's sooo fun and there's almost no adds I love to play this game all the time that why I gave it a 5 star I love that there's almost no adds and this game i sssssooo fun to play I know I said it's fun to play and almost no adds twice,,,
"Decent game to kill time. It's going to lack staying power in the long run, but it's still a fun game for the price of admission",,,
Don't waste your money on this the administration are all useless if there is -5 star I will rate this game,,,
Stupid game won't even take my money,,,
60 sec ads,,,
"No options menu at all , terrible sound, and irritating bad music .",,,
"Not at all like advertised, I got tricked into downloading this game. It's slow and clunky, definitely not worth it.. uninstall",,,
"good game just feel like the pay to win could be done without. maybe stick with just the ""spin the wheel"" aspect that apex has where every 500 spins you get some ascendant from legendary",,,
Please dont install this game....the game is boring and the customer service is not cooperative at all,,,
Why have you made the foggy maze impossible to beat? I can't even get past the first fight any more.,,,
"Be careful, this app is full of hidden fees and the chinese developers terms and condition are very abusive",,,
"Edited. F2P players have no chance at all. To get 1 of the top tier gems, you need 15,625 common gems. And you need 5 of them for 1 equipment, and there are 6 equipment in all. So to max out, you need 468,750 common gems, which will take you 25 years if you play daily and get 50 common gems a day. If you're lucky. LOL",,,
"Diamond too expensive, not relevant to topup this game",,,
"good fun game, a little slow to lv up, but it's nice to have different options of play, still need a little more to keep me active",,,
the damage jump between stages seem to multiply and no good way to boost player damage seems perfect run all depending on rng,,,
"pretty enjoyable, definitely a grindy game, and pay to advance is clearly the easiest way to play.",,,
Very fun game. Extremely P2W. If you want endgame gear then be prepared to fork out big time,,,
"When you get lvl 15 this game getting harder, without spending they diamond look like dumb to play this game, waste of time 🤣",,,
"the fact there is a timer to play the game is poor. (food) only get to play for so long before you have to wait, or pay.",,,
played the game for an hour. challenging and love the variety of weapons.,,,
pretty solid. the generated skills annoys me. needs to stop going to things I'm not going for every game.,,,
I personally like the game alot. I've been playing it for about a week and I surprisingly don't have a compliant,,,
"Really nice game, does not force advertisements while playing and the upgrade system is quite easy",,,
"Fun game, takes a while to level up but very addictive. Ads choice only",,,
seems to be a decent idle game. I suspect it will eventually become an unbearable grind... yet chill enough to start with!,,,
"Upgrading system needs to be simplified, bit overall, great game.",,,
Just a level 6 stage I need to use 6 time to make perfect the option for upgrading the guns is little,,,
"No real control of abilities. All autofire, no strategy other than which 4 to use and upgrade.",,,
"So far a nice relaxing game, kind of a tower defense but with one person(so far) and looks like a solid simple game.",,,
When I play this game it just stays on the loading screen and the start button doesn't work pls fix this bug 🐞,,,
slow startup but pretty fun. a good recommendation for anyone looking for a new game to kill time.,,,
I think the game is good but the only problem I think will come soon is the pay to win feature and I think it's gonna hurt this game as so many others,,,
It glitches out on me and I can't read what my skills do or read anything when it glitches. That is the only problem I have with it.,,,
Rifle so weak and slow. RNG really sux too. Needs better skills when lvling up per skills. Already playing a similar game better than this.,,,
"game is easy to understand and fun to play, some events to get skins and weapons and other accessories would be great.",,,
I hoped for a game like this until u have to spend money to get you ahead... it is a nice game but u gunna be stuck at levels for awhile until u get stonger ..,,,
"Overall good game, need a little bit graphics and some work the performance it's a bit laggy",,,
good game. I love the fact that you just keep leveling up. Getting stronger along with sick new and cool attacks.,,,
Addictive game. game content is interesting. please make mercenaries movements active and move there hands and bodies like the main player,,,
Game play is great tech support no so much. Made an in game purchase and never received the items bought. Try to fix it and can't get an answer and the website is hard to use,,,
the game is pretty fun up to level eight rewards are softer on this game than most others of this type put the game is fun to play on your off times,,,
"Very well made, prices for digital content could always be way lower as with any game.",,,
I think it would be beneficial if we could always gain stamina in some way so that we can continue playing the game providing we have the resources to purchase it,,,
I like it. but the energy thing is bs. it's already grindy enough as to actually need to wait for energy.,,,
Good fun for a while but seem to hit a wall after a while which makes it somewhat repeatative.,,,
"show me how to adjust the audio settings and I will give you 5 stars thanks for the automated response, but i didnt find my answer yet. 3 stars remain.",,,
needs to be more balanced. I've just started and it's showing already its pay to play. we'll win anyway,,,
"the game is good, I have 3 other games just like this one, and they all offer something unique. the main gun in this game really sets it apart from the rest!",,,
awesome game! the battles arevnever exactly the same. i just wish to have a little more options on upgrading.,,,
"update got worse. been stuck on a same stage for 3 days. not gonna keep spending money on Upgrades, just to pass 1 stage.",,,
fun to play but hars to get equipment and hard to play solo with wave enemy too fast and your equipment too low,,,
Refuses to load on firewalled phone. Calls home. Beware all apps which require network connectivity outside of the GooglePlay framework. Uninstalled.,,,
good game but the progression wall is earlier than most f2p game. meaning you need to grind or purchase earlier in the quest progression.,,,
"Pretty fun game, upgrading your character is straightforward, but yes I paid to get rid of the ads",,,
This is a game which the system will make sure that you 90% fail the game with rubbish skill combinations given so that 9 out of 10 games that you played will ensure losing rather than winning,,,
I wish there was a countdown timer so you know when missions and daily objectives will come back.,,,
"Fake game, nothing like the ads. Pretty sure it's a data theft app, I started getting spam calls an hour after I installed it. Avoid at all costs.",,,
very fun game thankfully does not bombard with ads you can choose to watch high playability and retention all round decent game will look forward to future updates,,,
"Super fun game. You have to grind, to be sure, unless you're paying to play. That being said, it's still a super fun game.",,,
good game.. fun.. no ads.. but it's hard to gain ground early on.. a lot of grinding just playing with what is given,,,
"Fun, though progression slows down a lot after the first few levels.",,,
Best tower defense ever! Buuuuuut. Hackers... Forget free to play. Hack ruin this. PS. The loot system is awesome.,,,
more options to gain weapons and weapon upgrades without spending would be nice but all in all its a fun game,,,
awesome gameplay. I think this game is a lot funnier than other similar games like... wizard doodle...or whatever. especially the co-op gameplay,,,
"TBC. so far, gameplay is simple and balanced in terms of difficulty.",,,
good game just terrible explanation on what's going on guns just have skins ?? no special effects just basic not big deal for fun just. longevity,,,
Abyss challenge for longer then 6-7 stages result in app closing followed by little to no reward or saved progress and a wasted attempt please fix this,,,
"the game is great! but when I de-gem great I lose alot of my gems, this sucks. I want them back and fix this please!",,,
"fun game to kill some time with, missions aint too long like some games this one got the mission length right",,,
"I think it's a very good game... But while I want to add my friend in the game, it's always said can't fine player? Why? It's very frustrated.",,,
"good game, fun to play. they should add weekly missions to enhance game play. instead of just having daily missions",,,
"Really fun game. Becomes a grind really quickly, and advancing is really slow.",,,
"Another game with false advertisements I downloaded this game because it says you can play as anime characters such as luffy, Naruto, and Itachi, but to no surprise this was a lie",,,
Installed on new phone and my account has disappeared. Spent a lot of time and money on this game. Will be reporting to Google.,,,
same gameplay but disappointing. i was expecting some anime characters as per ads. sad to say there isn't.,,,
fun tower defense but energy based games always force mtx to make people buy more energy or get stronger gear. been f2p and still having fun though,,,
if you battle for too long it crashes and you lose any progress I was doing abyss I was at 63 it crashed on 73 all progress lost,,,
"I really enjoy this game; however, I think the food timer should be reduced. Aside from that, it is awesome.",,,
"fun to pass some time, flirts a fine line of needing to pay to progress though.",,,
Great time killer. Just wish I can apply increased speed first go around without having to complete it first.,,,
The game is decent. I wish there was more variety of equipment and equipment skills,,,
"the game is nice , i first ever playing like these types games, I think It should be much better in future updates . thank you etc.",,,
Best in class. The Co-op option alone makes this game better than the others of its kind. Truly blew me away with this one.,,,
"connection seems to drop too easily and often. many a lost game, otherwise enjoyable",,,
"My only complaint honestly is that it requires a resource to play the game. addicting gameplay loop, very entertaining",,,
good game. But it takes so long to get stronger to win higher floors. And i mean LONG time unless u lile to donate alot.,,,
so far good 1st day playing will update review after week or 2 dropped to 3 star game is laggy and some time simple just kicks you off server says no WiFi can't even log in now sins updating game 😑,,,
Entertaining with a good reward system. Options for purchases but not required to progress,,,
"good graphics, bit confusing in menu when it comes to gear, but overall a great game so far",,,
would like a few extra ways to earn gems and special passes without having too pay essentially more goals to work towards pay to play items,,,
"I actually really enjoy this game, it's great for all the modes away from the main game and there's no silly storyline",,,
game was okay. very very hard to proceed wiyh f2p. some skills is TOTALLY USELESS. played awhile still stuck at stage 13 FOREVER.,,,
"Fun, pretty repetitive. Would be fun if selecting targets actually impacted play.",,,
Great game. A bit of a steep difficulty increase around 15 but still a lot of fun!,,,
been pretty entertaining for the time that I have played could make it a little easier to upgrade guns and unlock skins,,,
"Amazing gaming, loads of things to do and doesn't take up to much of your time. Well worth playing.",,,
The game is perma frozen on the opening screen with a day 2 claim. It won't let me go any further or even close it,,,
Your ad takes straight to play store and sometimes outright crashes what I was doing. Enjoy your 1* review,,,
great game fun to play its just that the lvl are hard which makes fun and the power ups sometimes upset me because sometimes they shoot on the most useless,,,
great game makes you think about strategy it is not simply wave to wave zombie game. I'm barely at level 15 and I can't put it down.,,,
9/10 good way to wast time... in a good way I mean ads are not over kill only giving it 9/10 do to seeing the pay to win things Basically... I'm not doing those so,,,
Great so far. Not too complex as far as game play. Upgrades are fun. Good time killer.,,,
great time killer something that I can put on the side of my desk while I'm working on something and come back every time I need to upgrade a weapon 🔫,,,
"Only just started, but seems a good concept, and decent upgrade system.",,,
Kinda wish there was more avatar design control. Along with the robot pet we have. just being able to change the color would be nice. lol Godbless,,,
I like this game so much but need more 💎 or gold coins ads to watch and can you please update this game more.than I will give you 2 more stars.,,,
"Need to be able to raise your gun level. The XP (gun parts) raising is to little,too late.",,,
"it's okay, for a limited energy game it gives you enough goes to enjoy it for a good half hour.",,,
Great game. don't like expensive random boxed. if jmpay I should be able to choose the reward.,,,
"overall pretty decent game, fun and easy to learn, no long intro or tutorial BS. definitely worth 4 outta 5 stars",,,
the best game I've played on mobile. combined tower defence and those ability upgrade hero games. excellent,,,
Have to replay the same levels too many times in order to obtain parts to level up,,,
"I've only had one tiny issue with this game, and I'm waiting for it to get resolved. But other than that this is, by far, the best game like this that I've ever played.",,,
it's a fun game! been playing a few months but intermittently at first now it's all about the grind 🤑,,,
more supplies and ways to get stronger faster at beggining of game and faster game speed by a couple of ticks or so.,,,
"great game overall, good progression, altough a little grinny at times. perfect for me, definitely recommend!",,,
"Good game, but icons on gems to easily identify them, too many sprite similarity, keep an eye on this game, if improves worth keeping",,,
"Meh, it's pretty average, no forced ads but if u don't watch ads you'll not be able to progress for a long time",,,
so far the game is good some pay to win but overall not a bad game easy gameplay and you can customize just about anything,,,
The severs are dog water! Every time I wish to watch an ad for a bonus it never loads an an it is a joke...,,,
